PAID,DATE,NGB Name,SPORT,Budget
810.00,12/03/2013,World Class Lifting,Weightlifting,Exchequer
"3,136.00",12/03/2013,British Triathlon Federation,Triathlon,Exchequer
"2,614.00",12/03/2013,Sport Taekwondo Limited,Taekwondo,Exchequer
644.00,12/03/2013,British Swimming,Synchronised Swimming,Exchequer
"7,937.00",12/03/2013,British Equestrian Federation,Equestrian,Exchequer
"3,873.00",12/03/2013,British Swimming,Diving,Exchequer
"9,466.00",12/03/2013,British Canoe Union,Canoeing,Exchequer
"5,345.00",12/03/2013,British Performance Basketball Ltd,Basketball,Exchequer
"4,294.00",12/03/2013,British Rowing,Rowing,Exchequer
585.00,12/03/2013,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
643.00,12/03/2013,World Class Lifting (Paralympic),Powerlifting,Exchequer
769.00,12/03/2013,British Judo Association,Judo - Visually Impaired,Exchequer
"1,500.00",12/03/2013,British Fencing Association,Fencing,Exchequer
"3,972.00",12/03/2013,British Cycling Federation,Cycling,Exchequer
"4,728.00",12/03/2013,Badminton England,Badminton,Exchequer
"1,377.00",12/03/2013,British Rowing,Rowing - Adaptive,Exchequer
"5,999.00",12/03/2013,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
928.00,12/03/2013,Royal Yachting Association,Sailing - Paralympic,Exchequer
"2,064.00",12/03/2013,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"3,203.00",12/03/2013,Uk Athletics,Athletics,Exchequer
"3,863.00",12/03/2013,Uk Athletics,Disability Athletics,Exchequer
"1,229.00",12/03/2013,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"5,319.00",12/03/2013,British Amateur Boxing Association Ltd,Boxing,Exchequer
"67,901.00",12/03/2013,Grand National Archery Society,Archery,Lottery
"5,500.00",12/03/2013,English Institute of Sport Company,,Exchequer
"61,050.00",12/03/2013,English Institute of Sport Company,,Exchequer
"1,690.00",12/03/2013,English Institute of Sport Company,,Exchequer
"31,450.00",12/03/2013,British Performance Basketball Ltd,Basketball,Lottery
"2,650.00",12/03/2013,World Class Lifting (Paralympic),Powerlifting,Lottery
"4,900.00",12/03/2013,sportscotland,,Exchequer
"33,859.00",12/03/2013,sportscotland,,Exchequer
"16,022.00",12/03/2013,British Bobsleigh Ltd,Bobsleigh,Lottery
"53,740.00",12/03/2013,National Ice Skating Association,Speed Skating,Exchequer
"5,242.00",12/03/2013,British Bob Skeleton Association,Skeleton,Lottery
"70,000.00",12/03/2013,British Bob Skeleton Association,Skeleton,Exchequer
"6,900.00",12/03/2013,National Ice Skating Association,Speed Skating,Lottery
"2,909.00",12/03/2013,Disability Snowsport UK,Paralympic Skiing,Exchequer
"1,213.00",12/03/2013,Disability Snowsport UK,Paralympic Skiing,Lottery
"136,500.00",12/03/2013,Sports Aid,,Exchequer
"12,201.00",12/03/2013,Badminton England,Badminton,Lottery
"34,855.00",12/03/2013,British Swimming,Swimming,Exchequer
"15,000.00",12/03/2013,British Bob Skeleton Association,Skeleton,Exchequer
"23,141.00",12/03/2013,Sport Taekwondo Limited,Taekwondo,Lottery
945.00,12/03/2013,English Institute of Sport Company,,Exchequer
"10,941.00",12/03/2013,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"9,104.00",12/03/2013,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"6,067.00",12/03/2013,National Ice Skating Association,Figure Skating,Exchequer
"47,323.00",12/03/2013,British Equestrian Federation,Equestrian,Lottery
"45,812.00",12/03/2013,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"23,465.00",12/03/2013,British Ski and Snowboard Limited -,Slopestyle Snowboard and Ski,Exchequer
"137,064.00",12/03/2013,England Hockey,Hockey,Lottery
"7,825.00",12/03/2013,British Ski and Snowboard Limited -,Slopestyle Snowboard and Ski,Lottery
"8,678.00",12/03/2013,British Swimming,Synchronised Swimming,Lottery
"3,321.00",12/03/2013,Royal Yachting Association,Sailing,Lottery
"3,823.00",12/03/2013,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"10,487.00",12/03/2013,British Cycling Federation,Cycling - Paralympic,Lottery
"28,677.00",12/03/2013,British Bobsleigh Ltd,Bobsleigh,Exchequer
"59,440.00",12/03/2013,British Cycling Federation,Cycling,Lottery
"8,526.00",12/03/2013,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"76,461.00",12/03/2013,British Canoe Union,Canoeing,Lottery
"40,250.00",12/03/2013,Uk Athletics,Disability Athletics,Lottery
"126,716.00",12/03/2013,British Amateur Boxing Association Ltd,Boxing,Exchequer
"33,217.00",12/03/2013,British Rowing,Rowing,Lottery
"5,914.00",12/03/2013,British Amateur Boxing Association Ltd,Boxing,Lottery
