,location,my_value,pump,distance,x_index,y_index
1909,Marshall Street Leisure Centre -  Marshall Street,4,1 Bridle Lane,261.386667562,0,31
5,Marshall Laundry & Dry Cleaning Service -  Marshall Street,3,1 Bridle Lane,251.105831229,0,32
69,68 -  Broadwick Street,3,1 Bridle Lane,256.977405529,0,33
101, 72 -  Broadwick Street,3,1 Bridle Lane,254.906983121,0,34
157,68 -  Broadwick Street,3,1 Bridle Lane,213.513346162,0,35
221,12 -  Newburgh Street,3,1 Bridle Lane,318.819766138,0,36
549,Stirling Court -  Marshall Street,3,1 Bridle Lane,200.431314256,0,37
581, 41 -  Broadwick Street,3,1 Bridle Lane,201.396352725,0,38
853,Soupe du Jour -  Lexington Street,3,1 Bridle Lane,132.078126365,0,39
901,Inglestre Court -  Ingestre Place,3,1 Bridle Lane,155.065066121,0,40
1005,Soho Dry Cleaners -  Berwick Street,3,1 Bridle Lane,220.870562717,0,41
1037, 15 -  Ingestre Place,3,1 Bridle Lane,187.648737083,0,42
1093, 31 -  Broadwick Street,3,1 Bridle Lane,213.472575716,0,43
1101, 33 -  Broadwick Street,3,1 Bridle Lane,210.725740814,0,44
1109, 33 -  Broadwick Street,3,1 Bridle Lane,208.048850342,0,45
1117,Westminster Kingsway College -  Ingestre Place,3,1 Bridle Lane,133.237825159,0,46
1461, 14 -  Noel Street,3,1 Bridle Lane,372.366198265,0,47
1565,Cotton Cafe -  Livonia Street,3,1 Bridle Lane,287.147317891,0,48
1629,YMC -  Poland Street,3,1 Bridle Lane,337.336095156,0,49
1637,Phonica -  Poland Street,3,1 Bridle Lane,311.970383832,0,50
1661,Burlington Cafe -  Poland Street,3,1 Bridle Lane,294.913377608,0,51
1757,Cowling & Wilcox Ltd -  26-28,3,1 Bridle Lane,251.753819998,0,52
1765,Cowling & Wilcox Ltd -  26-28,3,1 Bridle Lane,247.998256215,0,53
1829,54 -  Broadwick Street,3,1 Bridle Lane,217.576060726,0,54
1885,Marshall Street Leisure Centre -  Marshall Street,3,1 Bridle Lane,267.459401448,0,55
1949, 173 -  Poland Street,3,1 Bridle Lane,382.586379395,0,56
1965,Dong San -  Poland Street,3,1 Bridle Lane,342.101077469,0,57
13, 9 -  Marshall Street,2,1 Bridle Lane,244.021962034,0,58
45,60-62 -  Broadwick Street,2,1 Bridle Lane,214.454759482,0,59
53,The Shaston Arms -  4-6,2,1 Bridle Lane,256.79163603,0,60
61,68 -  Broadwick Street,2,1 Bridle Lane,247.522427184,0,61
77,The Shaston Arms -  4-6,2,1 Bridle Lane,263.754072112,0,62
85,8 -  Ganton Street,2,1 Bridle Lane,264.650847768,0,63
165,Diesel -  Marlborough Court,2,1 Bridle Lane,289.122735105,0,64
181,Pepe Jeans -  Lowndes Court,2,1 Bridle Lane,299.863786907,0,65
189,Diesel -  Marlborough Court,2,1 Bridle Lane,294.41224936,0,66
197,Diesel -  Marlborough Court,2,1 Bridle Lane,291.564024516,0,67
261,Scream Editions -  Foubert''s Place,2,1 Bridle Lane,342.686492414,0,68
269,Adidas Originals -  Foubert''s Place,2,1 Bridle Lane,345.043739533,0,69
309,The Blue Posts -  Ganton Street,2,1 Bridle Lane,279.713798907,0,70
325,Zebrano -  Ganton Street,2,1 Bridle Lane,272.11635209,0,71
461,53 -  Beak Street,2,1 Bridle Lane,151.104355054,0,72
493, 2 -  Marshall Street,2,1 Bridle Lane,172.671095363,0,73
517, 49 -  Marshall Street,2,1 Bridle Lane,189.272969845,0,74
525,Patisserie Valerie -  Marshall Street,2,1 Bridle Lane,202.508623948,0,75
541,Stirling Court -  Marshall Street,2,1 Bridle Lane,199.797893067,0,76
605, 43 -  Lexington Street,2,1 Bridle Lane,166.457975076,0,77
621,75 -  Beak Street,2,1 Bridle Lane,155.727196109,0,78
733,12 -  Great Pulteney Street,2,1 Bridle Lane,91.6711582524,0,79
765,8 -  Great Pulteney Street,2,1 Bridle Lane,60.3393966816,0,80
829,16 -  Lexington Street,2,1 Bridle Lane,115.204200942,0,81
845,Soupe du Jour -  Lexington Street,2,1 Bridle Lane,125.783871189,0,82
949,9 -  Berwick Street,2,1 Bridle Lane,205.528677352,0,83
973, 10 -  Berwick Street,2,1 Bridle Lane,214.092907719,0,84
989, 14 -  Berwick Street,2,1 Bridle Lane,225.140978794,0,85
997, 90 -  Berwick Street,2,1 Bridle Lane,220.107735422,0,86
1021,Yauatcha -  15-17,2,1 Bridle Lane,219.391364631,0,87
1029, 90 -  Berwick Street,2,1 Bridle Lane,235.908677338,0,88
1053, 13 -  Ingestre Place,2,1 Bridle Lane,177.336245396,0,89
1133,Westminster Kingsway College -  Ingestre Place,2,1 Bridle Lane,133.214009418,0,90
1165,17 -  Meard Street,2,1 Bridle Lane,255.428844756,0,91
1197,MPC -  127-133,2,1 Bridle Lane,263.26453262,0,92
1205,Lipsync -  Wardour Street,2,1 Bridle Lane,254.421764414,0,93
1293, 122 -  Wardour Street,2,1 Bridle Lane,307.209552672,0,94
1301, 122 -  Wardour Street,2,1 Bridle Lane,312.268667576,0,95
1341,Jungle Fever -  St. Anne's Court,2,1 Bridle Lane,341.075926061,0,96
1349,Jungle Fever -  St. Anne's Court,2,1 Bridle Lane,342.724157062,0,97
1413,Billy and the Chicks -  27-28,2,1 Bridle Lane,378.543631956,0,98
1485,Dark N' Cold -  D'Arblay Street,2,1 Bridle Lane,356.923012302,0,99
1533, 78 -  Berwick Street,2,1 Bridle Lane,311.30859828,0,100
1557,26 -  Berwick Street,2,1 Bridle Lane,292.220921372,0,101
1573,BM music -  D'Arblay Street,2,1 Bridle Lane,314.137791266,0,102
1621, 22 -  Portland Mews,2,1 Bridle Lane,339.240489031,0,103
1701,Cotton Cafe -  Livonia Street,2,1 Bridle Lane,288.524296439,0,104
1709,Cotton Cafe -  Livonia Street,2,1 Bridle Lane,277.186471175,0,105
1733, 34 -  Broadwick Street,2,1 Bridle Lane,267.920381357,0,106
1837,54 -  Broadwick Street,2,1 Bridle Lane,214.521931994,0,107
1853,Social Eating House -  Poland Street,2,1 Bridle Lane,262.309242715,0,108
1877,Marshall Street Leisure Centre -  Marshall Street,2,1 Bridle Lane,253.24321335,0,109
1917,19 -  Marshall Street,2,1 Bridle Lane,286.426245975,0,110
1925,34 -  Marshall Street,2,1 Bridle Lane,283.957989922,0,111
1957,3-4 -  Great Marlborough Street,2,1 Bridle Lane,382.510318296,0,112
1973,Vasco & Peiro's Pavillion -  Poland Street,2,1 Bridle Lane,360.898379208,0,113
21, 9 -  Marshall Street,1,1 Bridle Lane,238.800534496,0,114
29, 9 -  Marshall Street,1,1 Bridle Lane,232.142400575,0,115
93, 3 -  Newburgh Street,1,1 Bridle Lane,281.642260168,0,116
109, 72 -  Broadwick Street,1,1 Bridle Lane,248.813887047,0,117
125,Mor -  Ganton Street,1,1 Bridle Lane,267.39939883,0,118
133,Storm -  Ganton Street,1,1 Bridle Lane,264.169105393,0,119
141,68 -  Broadwick Street,1,1 Bridle Lane,229.138912006,0,120
173,Superga -  Lowndes Court,1,1 Bridle Lane,303.304352037,0,121
205,Superga -  Lowndes Court,1,1 Bridle Lane,305.312917688,0,122
213,Antidote -  12A,1,1 Bridle Lane,312.243201138,0,123
229,Antidote -  12A,1,1 Bridle Lane,314.362920349,0,124
237,Carnaby Street Dental -  Fouberts Place,1,1 Bridle Lane,324.097547078,0,125
245,Carnaby Street Dental -  Fouberts Place,1,1 Bridle Lane,333.860389971,0,126
253,Nike SB -  Carnaby Street,1,1 Bridle Lane,321.194695385,0,127
277,Jack Wills -  Foubert''s Place,1,1 Bridle Lane,348.383031393,0,128
285,Lavand -  Carnaby Street,1,1 Bridle Lane,294.019762076,0,129
293,Hamleys -  188-196,1,1 Bridle Lane,309.149446586,0,130
301,The Diner -  Ganton Street,1,1 Bridle Lane,284.67531465,0,131
333,The Diner -  Ganton Street,1,1 Bridle Lane,281.891207562,0,132
341,G-Star Raw -  Carnaby Street,1,1 Bridle Lane,225.568879696,0,133
349,Vans -  Carnaby Street,1,1 Bridle Lane,239.979038252,0,134
357,Boots -  Carnaby Street,1,1 Bridle Lane,186.618210374,0,135
365,Boots -  Carnaby Street,1,1 Bridle Lane,179.232712917,0,136
381,We Built This City -  Carnaby Street,1,1 Bridle Lane,177.845518137,0,137
389,Puma -  Carnaby Street,1,1 Bridle Lane,191.160846302,0,138
397,Lyle & Scott -  Carnaby Street,1,1 Bridle Lane,161.341654971,0,139
405,AQ/AQ -  Beak Street,1,1 Bridle Lane,157.096436812,0,140
421,Lyle & Scott -  Carnaby Street,1,1 Bridle Lane,151.688635885,0,141
429,wrapchic -  Beak Street,1,1 Bridle Lane,138.417781005,0,142
437,Bob Bob Ricard -  Beak Street,1,1 Bridle Lane,136.362930744,0,143
445,Bob Bob Ricard -  Beak Street,1,1 Bridle Lane,130.48982082,0,144
453,44 -  Beak Street,1,1 Bridle Lane,133.245045762,0,145
469,57 -  Beak Street,1,1 Bridle Lane,150.189959536,0,146
477, 49 -  Marshall Street,1,1 Bridle Lane,199.963729657,0,147
485,Studiocanal -  Marshall Street,1,1 Bridle Lane,176.264683347,0,148
501, 2 -  Marshall Street,1,1 Bridle Lane,165.745415107,0,149
509, 1 -  Marshall Street,1,1 Bridle Lane,159.956005475,0,150
533,Stirling Court -  Marshall Street,1,1 Bridle Lane,201.459934118,0,151
557,Stirling Court -  Marshall Street,1,1 Bridle Lane,200.23333868,0,152
613,77 -  Beak Street,1,1 Bridle Lane,157.3793524,0,153
629,73 -  Beak Street,1,1 Bridle Lane,153.943561224,0,154
637,69 -  Beak Street,1,1 Bridle Lane,153.189858433,0,155
645,65 -  Beak Street,1,1 Bridle Lane,151.448641647,0,156
653,61 -  Beak Street,1,1 Bridle Lane,150.979127093,0,157
661, 41 -  Lexington Street,1,1 Bridle Lane,150.643187967,0,158
669, 21 -  Great Pulteney Street,1,1 Bridle Lane,140.360856767,0,159
677, 21 -  Great Pulteney Street,1,1 Bridle Lane,132.051718354,0,160
685,W1 107 -  Great Pulteney Street,1,1 Bridle Lane,134.899673654,0,161
693,16 -  Great Pulteney Street,1,1 Bridle Lane,122.988508347,0,162
701,25 -  Great Pulteney Street,1,1 Bridle Lane,111.539832383,0,163
709,25 -  Great Pulteney Street,1,1 Bridle Lane,105.801656238,0,164
717,14 -  Great Pulteney Street,1,1 Bridle Lane,104.488976187,0,165
725,13 -  Great Pulteney Street,1,1 Bridle Lane,98.1345742403,0,166
741,11 -  Great Pulteney Street,1,1 Bridle Lane,81.4723662204,0,167
749,25 -  Great Pulteney Street,1,1 Bridle Lane,94.4378853367,0,168
773,7 -  Great Pulteney Street,1,1 Bridle Lane,55.0288419112,0,169
797,6-10 -  Lexington Street,1,1 Bridle Lane,78.0327985832,0,170
813,11a -  Lexington Street,1,1 Bridle Lane,77.5357194202,0,171
821,11a -  Lexington Street,1,1 Bridle Lane,80.7441590528,0,172
837,25 -  Lexington Street,1,1 Bridle Lane,114.977877271,0,173
861,Yoobi -  Silver Place,1,1 Bridle Lane,139.958088479,0,174
877,Yoobi -  Silver Place,1,1 Bridle Lane,149.187098265,0,175
885,Partizan -  Silver Place,1,1 Bridle Lane,156.176093503,0,176
917,Apostrophe -  Brewer Street,1,1 Bridle Lane,121.377894041,0,177
925,Brewer Street Car Park -  Brewer Street,1,1 Bridle Lane,99.872063017,0,178
957,Misan Fabrics -  Tyler's Court,1,1 Bridle Lane,201.381775002,0,179
965,9 -  Berwick Street,1,1 Bridle Lane,209.919781625,0,180
981, 12 -  Berwick Street,1,1 Bridle Lane,220.969778944,0,181
1013, 90 -  Berwick Street,1,1 Bridle Lane,227.186386092,0,182
1045, 13 -  Ingestre Place,1,1 Bridle Lane,182.566348542,0,183
1061,1 -  Silver Place,1,1 Bridle Lane,168.630899619,0,184
1069,1 -  Silver Place,1,1 Bridle Lane,164.361732082,0,185
1077,Inglestre Court -  Ingestre Place,1,1 Bridle Lane,151.992865406,0,186
1085, 15 -  Ingestre Place,1,1 Bridle Lane,192.34879054,0,187
1125,Westminster Kingsway College -  Ingestre Place,1,1 Bridle Lane,139.915097658,0,188
1141,Westminster Kingsway College -  Ingestre Place,1,1 Bridle Lane,126.230902516,0,189
1149,The White House -  21-23,1,1 Bridle Lane,245.131642967,0,190
1157,Royalty Mansions -  Meard Street,1,1 Bridle Lane,262.931465793,0,191
1173,7 -  Meard Street,1,1 Bridle Lane,281.816322658,0,192
1181, 100 -  Wardour Street,1,1 Bridle Lane,259.609381471,0,193
1189, 100 -  Wardour Street,1,1 Bridle Lane,265.968091779,0,194
1213,141 -  Wardour Street,1,1 Bridle Lane,278.042664747,0,195
1221,MPC -  127-133,1,1 Bridle Lane,269.900638318,0,196
1229, 18 -  Berwick Street,1,1 Bridle Lane,254.899732241,0,197
1237,Broadwick Silks -  9-11,1,1 Bridle Lane,266.621315515,0,198
1245,The Blue Posts -  Broadwick Street,1,1 Bridle Lane,271.452085689,0,199
1253, 18 -  Berwick Street,1,1 Bridle Lane,238.861830681,0,200
1261,8-12 -  Broadwick Street,1,1 Bridle Lane,286.181128044,0,201
1277,Scribbler -  Wardour Street,1,1 Bridle Lane,275.905940222,0,202
1285,118-120 -  Wardour Street,1,1 Bridle Lane,300.745666962,0,203
1309, 145 -  Wardour Street,1,1 Bridle Lane,311.610536888,0,204
1317,Gail's -  St. Anne's Court,1,1 Bridle Lane,327.210518394,0,205
1325,17 -  St. Anne's Court,1,1 Bridle Lane,337.754986841,0,206
1333,17 -  St. Anne's Court,1,1 Bridle Lane,336.154832132,0,207
1365,21-25 -  St. Anne's Court,1,1 Bridle Lane,356.801512239,0,208
1373,Clarion House -  St. Anne's Court,1,1 Bridle Lane,356.226058978,0,209
1381,Clarion House -  St. Anne's Court,1,1 Bridle Lane,363.041192908,0,210
1389,21-25 -  St. Anne's Court,1,1 Bridle Lane,366.714534346,0,211
1405,21-25 -  St. Anne's Court,1,1 Bridle Lane,376.896574555,0,212
1421,Billy and the Chicks -  27-28,1,1 Bridle Lane,383.352530095,0,213
1429, 24 -  Great Chapel Street,1,1 Bridle Lane,487.942105955,0,214
1437,Paramount House -  Wardour Street,1,1 Bridle Lane,409.000191966,0,215
1445,Chipotle -  Noel Street,1,1 Bridle Lane,402.95319599,0,216
1453,Brows & Nails HQ -  Berwick Street,1,1 Bridle Lane,364.551616237,0,217
1469, 14 -  Noel Street,1,1 Bridle Lane,377.983450678,0,218
1477, 34 -  Berwick Street,1,1 Bridle Lane,329.174727388,0,219
1493,Delicious Edit -  Marshall Street,1,1 Bridle Lane,333.630483731,0,220
1501,inamo -  134-136,1,1 Bridle Lane,334.921531063,0,221
1509, 142 -  Wardour Street,1,1 Bridle Lane,375.349704172,0,222
1517, 77 -  Berwick Street,1,1 Bridle Lane,317.103207661,0,223
1525,Euro Accessories -  Berwick Street,1,1 Bridle Lane,318.83442605,0,224
1541,Reckless Records -  Marshall Street,1,1 Bridle Lane,300.43843106,0,225
1549,Footpatrol -  Marshall Street,1,1 Bridle Lane,298.899096513,0,226
1581, 22 -  Portland Mews,1,1 Bridle Lane,311.041128466,0,227
1589,BM music -  D'Arblay Street,1,1 Bridle Lane,334.658460953,0,228
1597,Twenty8 Hair + Beauty -  D'Arblay Street,1,1 Bridle Lane,337.058599421,0,229
1605,Twenty8 Hair + Beauty -  D'Arblay Street,1,1 Bridle Lane,338.757255764,0,230
1613,BM music -  D'Arblay Street,1,1 Bridle Lane,342.410708426,0,231
1645,remington cafe -  D'Arblay Street,1,1 Bridle Lane,312.108119129,0,232
1653, 57 -  Poland Street,1,1 Bridle Lane,286.235608039,0,233
1669, 57 -  Poland Street,1,1 Bridle Lane,274.705906476,0,234
1677, 34 -  Broadwick Street,1,1 Bridle Lane,276.838790211,0,235
1685, 34 -  Broadwick Street,1,1 Bridle Lane,281.940969295,0,236
1693,Cotton Cafe -  Livonia Street,1,1 Bridle Lane,284.164121612,0,237
1773, 34 -  Broadwick Street,1,1 Bridle Lane,243.096942799,0,238
1805, 46 -  Broadwick Street,1,1 Bridle Lane,220.650169305,0,239
1821,52 -  Broadwick Street,1,1 Bridle Lane,217.985348134,0,240
1845, 8 -  Marshall Street,1,1 Bridle Lane,223.627562734,0,241
1861, 60 -  Poland Street,1,1 Bridle Lane,262.712179038,0,242
1869,Marshall Street Leisure Centre -  Marshall Street,1,1 Bridle Lane,246.502562927,0,243
1893,45 -  Fouberts Place,1,1 Bridle Lane,311.772151626,0,244
1901,Marshall Street Leisure Centre -  Marshall Street,1,1 Bridle Lane,267.591607187,0,245
1933,Molinare -  25-32,1,1 Bridle Lane,291.40596998,0,246
1981,Crumbs and Doilies -  Kingly Court,1,1 Bridle Lane,196.930664556,0,247
1989,Byron -  14-16,1,1 Bridle Lane,161.19923231,0,248
1997,33 -  Golden Square,1,1 Bridle Lane,132.629791423,0,249
572, 43 -  Broadwick Street,15,Blocks Tisbury Court,258.120643291,1,0
316,The Diner -  Ganton Street,8,Blocks Tisbury Court,398.975951957,1,1
908, 6 -  Green's Court,8,Blocks Tisbury Court,85.0606793112,1,2
940,Misan Fabrics -  Tyler's Court,8,Blocks Tisbury Court,116.160212746,1,3
892,Westminster Kingsway College -  Ingestre Place,7,Blocks Tisbury Court,139.133503212,1,4
596,51 -  Lexington Street,5,Blocks Tisbury Court,231.097830375,1,5
932,Inglestre Court -  Ingestre Place,5,Blocks Tisbury Court,153.798133422,1,6
1268,Busaba Eathai -  Wardour Street,5,Blocks Tisbury Court,199.589606061,1,7
1356,21-25 -  St. Anne's Court,5,Blocks Tisbury Court,265.595924578,1,8
1724, 34 -  Broadwick Street,5,Blocks Tisbury Court,266.998032442,1,9
1740,TalkTalk -  20-24,5,Blocks Tisbury Court,228.58907957,1,10
1748,TalkTalk -  20-24,5,Blocks Tisbury Court,241.025760515,1,11
1780, 34 -  Broadwick Street,5,Blocks Tisbury Court,235.780749489,1,12
1940,45 -  Fouberts Place,5,Blocks Tisbury Court,377.941006401,1,13
36,Patisserie Valerie -  Marshall Street,4,Blocks Tisbury Court,312.990392157,1,14
116, 72 -  Broadwick Street,4,Blocks Tisbury Court,346.743665911,1,15
148,68 -  Broadwick Street,4,Blocks Tisbury Court,315.604552219,1,16
372,American Apparel -  Carnaby Street,4,Blocks Tisbury Court,306.453382917,1,17
412,Polpo -  Beak Street,4,Blocks Tisbury Court,279.74781519,1,18
564,GLP -  Broadwick Street,4,Blocks Tisbury Court,264.729158405,1,19
588, 41 -  Broadwick Street,4,Blocks Tisbury Court,251.650138803,1,20
756,34 -  Great Pulteney Street,4,Blocks Tisbury Court,163.694714227,1,21
780,6 -  Great Pulteney Street,4,Blocks Tisbury Court,148.577864587,1,22
788,Bill's -  36-44,4,Blocks Tisbury Court,109.662267047,1,23
804,11a -  Lexington Street,4,Blocks Tisbury Court,125.568339134,1,24
868, 41 -  Lexington Street,4,Blocks Tisbury Court,196.000521469,1,25
1396,21-25 -  St. Anne's Court,4,Blocks Tisbury Court,269.527209224,1,26
1716, 34 -  Broadwick Street,4,Blocks Tisbury Court,266.02573894,1,27
1788, 34 -  Broadwick Street,4,Blocks Tisbury Court,238.333695034,1,28
1796, 34 -  Broadwick Street,4,Blocks Tisbury Court,244.310626296,1,29
1812,50 -  Broadwick Street,4,Blocks Tisbury Court,259.389162729,1,30
1908,Marshall Street Leisure Centre -  Marshall Street,4,Blocks Tisbury Court,341.086208497,1,31
4,Marshall Laundry & Dry Cleaning Service -  Marshall Street,3,Blocks Tisbury Court,332.950402173,1,32
68,68 -  Broadwick Street,3,Blocks Tisbury Court,350.709449773,1,33
100, 72 -  Broadwick Street,3,Blocks Tisbury Court,356.202671282,1,34
156,68 -  Broadwick Street,3,Blocks Tisbury Court,309.981699199,1,35
220,12 -  Newburgh Street,3,Blocks Tisbury Court,406.651350837,1,36
548,Stirling Court -  Marshall Street,3,Blocks Tisbury Court,279.939652431,1,37
580, 41 -  Broadwick Street,3,Blocks Tisbury Court,254.399954777,1,38
852,Soupe du Jour -  Lexington Street,3,Blocks Tisbury Court,181.517986879,1,39
900,Inglestre Court -  Ingestre Place,3,Blocks Tisbury Court,131.926088251,1,40
1004,Soho Dry Cleaners -  Berwick Street,3,Blocks Tisbury Court,168.991457101,1,41
1036, 15 -  Ingestre Place,3,Blocks Tisbury Court,195.261192729,1,42
1092, 31 -  Broadwick Street,3,Blocks Tisbury Court,224.975555208,1,43
1100, 33 -  Broadwick Street,3,Blocks Tisbury Court,227.819947809,1,44
1108, 33 -  Broadwick Street,3,Blocks Tisbury Court,230.611359271,1,45
1116,Westminster Kingsway College -  Ingestre Place,3,Blocks Tisbury Court,109.840545655,1,46
1460, 14 -  Noel Street,3,Blocks Tisbury Court,374.383115068,1,47
1564,Cotton Cafe -  Livonia Street,3,Blocks Tisbury Court,255.032517211,1,48
1628,YMC -  Poland Street,3,Blocks Tisbury Court,351.003838307,1,49
1636,Phonica -  Poland Street,3,Blocks Tisbury Court,331.794923303,1,50
1660,Burlington Cafe -  Poland Street,3,Blocks Tisbury Court,310.374723097,1,51
1756,Cowling & Wilcox Ltd -  26-28,3,Blocks Tisbury Court,230.199888737,1,52
1764,Cowling & Wilcox Ltd -  26-28,3,Blocks Tisbury Court,231.770336627,1,53
1828,54 -  Broadwick Street,3,Blocks Tisbury Court,267.863579134,1,54
1884,Marshall Street Leisure Centre -  Marshall Street,3,Blocks Tisbury Court,322.929950654,1,55
1948, 173 -  Poland Street,3,Blocks Tisbury Court,417.266888513,1,56
1964,Dong San -  Poland Street,3,Blocks Tisbury Court,360.606604693,1,57
12, 9 -  Marshall Street,2,Blocks Tisbury Court,327.319171233,1,58
44,60-62 -  Broadwick Street,2,Blocks Tisbury Court,297.396267595,1,59
52,The Shaston Arms -  4-6,2,Blocks Tisbury Court,347.370731988,1,60
60,68 -  Broadwick Street,2,Blocks Tisbury Court,336.119907214,1,61
76,The Shaston Arms -  4-6,2,Blocks Tisbury Court,351.853618993,1,62
84,8 -  Ganton Street,2,Blocks Tisbury Court,357.084653962,1,63
164,Diesel -  Marlborough Court,2,Blocks Tisbury Court,386.90879676,1,64
180,Pepe Jeans -  Lowndes Court,2,Blocks Tisbury Court,403.662083405,1,65
188,Diesel -  Marlborough Court,2,Blocks Tisbury Court,397.929467878,1,66
196,Diesel -  Marlborough Court,2,Blocks Tisbury Court,392.202544105,1,67
260,Scream Editions -  Foubert''s Place,2,Blocks Tisbury Court,447.860406325,1,68
268,Adidas Originals -  Foubert''s Place,2,Blocks Tisbury Court,452.91178737,1,69
308,The Blue Posts -  Ganton Street,2,Blocks Tisbury Court,406.059059119,1,70
324,Zebrano -  Ganton Street,2,Blocks Tisbury Court,390.439718079,1,71
460,53 -  Beak Street,2,Blocks Tisbury Court,255.330753451,1,72
492, 2 -  Marshall Street,2,Blocks Tisbury Court,274.947667796,1,73
516, 49 -  Marshall Street,2,Blocks Tisbury Court,286.590994876,1,74
524,Patisserie Valerie -  Marshall Street,2,Blocks Tisbury Court,293.365771287,1,75
540,Stirling Court -  Marshall Street,2,Blocks Tisbury Court,283.589147639,1,76
604, 43 -  Lexington Street,2,Blocks Tisbury Court,213.533606261,1,77
620,75 -  Beak Street,2,Blocks Tisbury Court,219.833478484,1,78
732,12 -  Great Pulteney Street,2,Blocks Tisbury Court,175.806754818,1,79
764,8 -  Great Pulteney Street,2,Blocks Tisbury Court,157.295099575,1,80
828,16 -  Lexington Street,2,Blocks Tisbury Court,158.260628051,1,81
844,Soupe du Jour -  Lexington Street,2,Blocks Tisbury Court,175.673784942,1,82
948,9 -  Berwick Street,2,Blocks Tisbury Court,130.499243642,1,83
972, 10 -  Berwick Street,2,Blocks Tisbury Court,147.503676291,1,84
988, 14 -  Berwick Street,2,Blocks Tisbury Court,164.833139721,1,85
996, 90 -  Berwick Street,2,Blocks Tisbury Court,187.655486613,1,86
1020,Yauatcha -  15-17,2,Blocks Tisbury Court,192.489041953,1,87
1028, 90 -  Berwick Street,2,Blocks Tisbury Court,191.324578864,1,88
1052, 13 -  Ingestre Place,2,Blocks Tisbury Court,185.472785359,1,89
1132,Westminster Kingsway College -  Ingestre Place,2,Blocks Tisbury Court,101.547922803,1,90
1164,17 -  Meard Street,2,Blocks Tisbury Court,114.587353776,1,91
1196,MPC -  127-133,2,Blocks Tisbury Court,171.170166743,1,92
1204,Lipsync -  Wardour Street,2,Blocks Tisbury Court,157.907835489,1,93
1292, 122 -  Wardour Street,2,Blocks Tisbury Court,231.013306516,1,94
1300, 122 -  Wardour Street,2,Blocks Tisbury Court,237.498177657,1,95
1340,Jungle Fever -  St. Anne's Court,2,Blocks Tisbury Court,251.721024053,1,96
1348,Jungle Fever -  St. Anne's Court,2,Blocks Tisbury Court,254.073802228,1,97
1412,Billy and the Chicks -  27-28,2,Blocks Tisbury Court,271.835258802,1,98
1484,Dark N' Cold -  D'Arblay Street,2,Blocks Tisbury Court,320.787783612,1,99
1532, 78 -  Berwick Street,2,Blocks Tisbury Court,282.922563397,1,100
1556,26 -  Berwick Street,2,Blocks Tisbury Court,254.53859492,1,101
1572,BM music -  D'Arblay Street,2,Blocks Tisbury Court,307.229694517,1,102
1620, 22 -  Portland Mews,2,Blocks Tisbury Court,334.617431852,1,103
1700,Cotton Cafe -  Livonia Street,2,Blocks Tisbury Court,269.191612808,1,104
1708,Cotton Cafe -  Livonia Street,2,Blocks Tisbury Court,262.507095243,1,105
