,location,my_value,pump,distance,x_index,y_index
1065,"(51.513006, -0.135602)",1,Little Marlborough Street,293.018675784,4,170
1481,"(51.514743, -0.135578)",2,Little Marlborough Street,294.477249568,4,171
729,"(51.512358, -0.136102)",2,Little Marlborough Street,294.992619046,4,172
1553,"(51.514145, -0.135357)",2,Little Marlborough Street,295.095479272,4,173
833,"(51.512575, -0.135871)",1,Little Marlborough Street,295.740444281,4,174
1017,"(51.513481, -0.135344)",2,Little Marlborough Street,297.739671221,4,175
825,"(51.512573, -0.135765)",2,Little Marlborough Street,302.285509695,4,176
1073,"(51.512883, -0.135501)",1,Little Marlborough Street,304.342088566,4,177
737,"(51.512271, -0.13603)",1,Little Marlborough Street,304.674808219,4,178
993,"(51.513475, -0.135244)",2,Little Marlborough Street,304.70437645,4,179
1009,"(51.513528, -0.135158)",1,Little Marlborough Street,309.819180316,4,180
1025,"(51.513594, -0.135063)",2,Little Marlborough Street,315.548699614,4,181
1241,"(51.513915, -0.13501)",1,Little Marlborough Street,317.692796816,4,182
889,"(51.512765, -0.135329)",7,Little Marlborough Street,320.331362485,4,183
929,"(51.513154, -0.135098)",5,Little Marlborough Street,321.745730118,4,184
1441,"(51.515149, -0.135395)",1,Little Marlborough Street,323.575921282,4,185
1249,"(51.513597, -0.134923)",1,Little Marlborough Street,325.188684225,4,186
761,"(51.512083, -0.135858)",2,Little Marlborough Street,326.760409541,4,187
1257,"(51.514032, -0.134885)",1,Little Marlborough Street,326.801387373,4,188
753,"(51.511991, -0.13594)",4,Little Marlborough Street,328.705019531,4,189
1001,"(51.513422, -0.134897)",3,Little Marlborough Street,329.405056676,4,190
897,"(51.512844, -0.135122)",3,Little Marlborough Street,330.47873746,4,191
769,"(51.512031, -0.1358)",1,Little Marlborough Street,333.488256972,4,192
1233,"(51.513831, -0.134782)",1,Little Marlborough Street,333.528672561,4,193
1433,"(51.515195, -0.135259)",1,Little Marlborough Street,334.304733451,4,194
1489,"(51.514467, -0.13486)",1,Little Marlborough Street,334.59847136,4,195
985,"(51.513431, -0.134756)",2,Little Marlborough Street,338.933056999,4,196
1225,"(51.513704, -0.134704)",1,Little Marlborough Street,339.446122031,4,197
817,"(51.512212, -0.135472)",1,Little Marlborough Street,340.352588174,4,198
777,"(51.51197, -0.135717)",4,Little Marlborough Street,342.211633697,4,199
801,"(51.51225, -0.135394)",4,Little Marlborough Street,342.657989618,4,200
977,"(51.513379, -0.134709)",1,Little Marlborough Street,343.046213051,4,201
1305,"(51.51423, -0.134658)",1,Little Marlborough Street,344.357348391,4,202
1497,"(51.514453, -0.13469)",1,Little Marlborough Street,345.884928136,4,203
809,"(51.512162, -0.135409)",1,Little Marlborough Street,347.05608383,4,204
1505,"(51.514845, -0.134818)",1,Little Marlborough Street,348.103533682,4,205
1113,"(51.512593, -0.134999)",3,Little Marlborough Street,348.96193559,4,206
969,"(51.513293, -0.13464)",2,Little Marlborough Street,349.423751709,4,207
1137,"(51.512521, -0.135)",1,Little Marlborough Street,352.252014968,4,208
961,"(51.513238, -0.134594)",1,Little Marlborough Street,353.739200757,4,209
1297,"(51.514201, -0.134479)",2,Little Marlborough Street,356.362956732,4,210
1129,"(51.512555, -0.134896)",2,Little Marlborough Street,357.21740131,4,211
1289,"(51.514146, -0.134447)",2,Little Marlborough Street,358.00789204,4,212
945,"(51.513165, -0.134505)",2,Little Marlborough Street,361.484350126,4,213
1121,"(51.512585, -0.134793)",1,Little Marlborough Street,362.410507449,4,214
1281,"(51.514065, -0.134364)",1,Little Marlborough Street,363.116860953,4,215
1313,"(51.514319, -0.134367)",1,Little Marlborough Street,365.635408931,4,216
953,"(51.513098, -0.134437)",1,Little Marlborough Street,367.774939702,4,217
1209,"(51.51382, -0.134272)",1,Little Marlborough Street,368.947673845,4,218
793,"(51.51205, -0.135144)",1,Little Marlborough Street,369.273933387,4,219
921,"(51.512215, -0.134967)",1,Little Marlborough Street,370.094601071,4,220
937,"(51.513056, -0.134394)",8,Little Marlborough Street,371.795918037,4,221
1217,"(51.513724, -0.13422)",1,Little Marlborough Street,372.888942708,4,222
1265,"(51.513891, -0.134212)",5,Little Marlborough Street,373.063673989,4,223
905,"(51.512532, -0.134645)",8,Little Marlborough Street,374.182971479,4,224
1193,"(51.513637, -0.134156)",2,Little Marlborough Street,377.885192337,4,225
1273,"(51.513758, -0.134135)",1,Little Marlborough Street,378.633458798,4,226
1321,"(51.514377, -0.134179)",1,Little Marlborough Street,379.465008102,4,227
1329,"(51.514357, -0.13416)",1,Little Marlborough Street,380.450423233,4,228
785,"(51.511882, -0.135119)",4,Little Marlborough Street,381.288465881,4,229
1201,"(51.513524, -0.134091)",2,Little Marlborough Street,383.466287359,4,230
1185,"(51.513626, -0.134042)",1,Little Marlborough Street,385.866146069,4,231
1345,"(51.514402, -0.134085)",2,Little Marlborough Street,386.332243686,4,232
1337,"(51.514382, -0.134069)",2,Little Marlborough Street,387.100386701,4,233
1177,"(51.513544, -0.133998)",1,Little Marlborough Street,389.67181501,4,234
913,"(51.512198, -0.134522)",1,Little Marlborough Street,398.043277324,4,235
1361,"(51.514497, -0.133922)",1,Little Marlborough Street,399.213183825,4,236
1369,"(51.514472, -0.13385)",1,Little Marlborough Street,403.670743607,4,237
1353,"(51.514522, -0.133821)",5,Little Marlborough Street,406.602834109,4,238
1385,"(51.514546, -0.133745)",1,Little Marlborough Street,412.270972243,4,239
1377,"(51.514504, -0.133725)",1,Little Marlborough Street,412.820206976,4,240
1425,"(51.515834, -0.134474)",1,Little Marlborough Street,416.394717929,4,241
1393,"(51.514561, -0.133676)",4,Little Marlborough Street,417.284333683,4,242
1401,"(51.514594, -0.133563)",1,Little Marlborough Street,425.67270692,4,243
1145,"(51.513137, -0.133483)",1,Little Marlborough Street,431.574461678,4,244
1409,"(51.514581, -0.133467)",2,Little Marlborough Street,431.955409711,4,245
1417,"(51.514606, -0.133393)",1,Little Marlborough Street,437.515674963,4,246
1161,"(51.513152, -0.133296)",2,Little Marlborough Street,444.019269705,4,247
1153,"(51.513228, -0.133265)",1,Little Marlborough Street,444.686486929,4,248
1169,"(51.513258, -0.132933)",1,Little Marlborough Street,466.940624999,4,249
584,"(51.5133, -0.136705)",4,Marshall Street,5.23502184231,3,0
576,"(51.513271, -0.136778)",3,Marshall Street,10.9071453747,3,1
1816,"(51.513429, -0.136764)",1,Marshall Street,11.8436173057,3,2
1808,"(51.513458, -0.136675)",4,Marshall Street,13.0262635145,3,3
1824,"(51.513404, -0.136877)",3,Marshall Street,16.1131893824,3,4
568,"(51.513249, -0.136859)",15,Marshall Street,16.7504730517,3,5
1800,"(51.513482, -0.136579)",1,Marshall Street,16.8602082168,3,6
1832,"(51.513359, -0.136953)",2,Marshall Street,19.8858285004,3,7
592,"(51.51316, -0.136493)",5,Marshall Street,23.5183900474,3,8
560,"(51.513214, -0.136996)",4,Marshall Street,26.7976836141,3,9
1104,"(51.513402, -0.136228)",3,Marshall Street,31.289773286,3,10
552,"(51.513187, -0.137089)",1,Marshall Street,33.8780545968,3,11
1096,"(51.513431, -0.13614)",3,Marshall Street,37.9969672442,3,12
1840,"(51.513378, -0.13723)",1,Marshall Street,39.2307355205,3,13
1792,"(51.513603, -0.136217)",4,Marshall Street,42.7775485951,3,14
600,"(51.513016, -0.13633)",2,Marshall Street,43.1048672881,3,15
1088,"(51.513459, -0.136049)",3,Marshall Street,44.9318313159,3,16
608,"(51.512921, -0.136424)",1,Marshall Street,49.7037090143,3,17
544,"(51.513122, -0.137306)",3,Marshall Street,50.5499966566,3,18
616,"(51.51289, -0.136523)",2,Marshall Street,51.1770920691,3,19
624,"(51.512859, -0.136599)",1,Marshall Street,53.8398979243,3,20
1864,"(51.513565, -0.137367)",1,Marshall Street,54.5503103276,3,21
656,"(51.512868, -0.136358)",1,Marshall Street,56.8552883285,3,22
632,"(51.51283, -0.136699)",1,Marshall Street,56.8935961702,3,23
1848,"(51.513855, -0.136651)",2,Marshall Street,57.1988354911,3,24
536,"(51.513087, -0.137386)",2,Marshall Street,57.2975905714,3,25
880,"(51.512939, -0.136139)",1,Marshall Street,57.8705958848,3,26
1080,"(51.51327, -0.135832)",1,Marshall Street,58.5704964268,3,27
1784,"(51.513672, -0.135992)",4,Marshall Street,59.6524500013,3,28
1856,"(51.513875, -0.136503)",1,Marshall Street,60.5059045646,3,29
1872,"(51.513616, -0.137422)",2,Marshall Street,60.6289726289,3,30
1032,"(51.513227, -0.135801)",3,Marshall Street,61.5093095184,3,31
40,"(51.513184, -0.137537)",2,Marshall Street,62.8042660368,3,32
528,"(51.513074, -0.137466)",1,Marshall Street,62.8595701807,3,33
640,"(51.512782, -0.136819)",1,Marshall Street,63.0704802883,3,34
864,"(51.512846, -0.13618)",4,Marshall Street,64.6581529661,3,35
1040,"(51.51318, -0.135762)",1,Marshall Street,65.3958830444,3,36
872,"(51.512879, -0.136083)",1,Marshall Street,65.5083505613,3,37
1776,"(51.513692, -0.135905)",5,Marshall Street,65.8071150343,3,38
1896,"(51.513772, -0.137363)",1,Marshall Street,68.0233388592,3,39
1048,"(51.513132, -0.13574)",2,Marshall Street,68.4902192353,3,40
664,"(51.512723, -0.13663)",1,Marshall Street,68.8080812619,3,41
1664,"(51.513961, -0.136712)",1,Marshall Street,69.0476116973,3,42
520,"(51.513046, -0.137562)",2,Marshall Street,70.2061662678,3,43
648,"(51.512729, -0.136973)",1,Marshall Street,71.3060204661,3,44
1880,"(51.513742, -0.137472)",3,Marshall Street,71.4535811835,3,45
680,"(51.512713, -0.136423)",1,Marshall Street,71.9103687057,3,46
856,"(51.512794, -0.136115)",1,Marshall Street,71.9547091409,3,47
1768,"(51.513726, -0.135814)",1,Marshall Street,73.1399402864,3,48
1728,"(51.513945, -0.13617)",2,Marshall Street,75.5710435512,3,49
512,"(51.512914, -0.137531)",2,Marshall Street,76.4600291449,3,50
672,"(51.512654, -0.136584)",1,Marshall Street,76.6564217044,3,51
464,"(51.512692, -0.137052)",1,Marshall Street,76.97014711,3,52
32,"(51.513204, -0.137767)",4,Marshall Street,77.8006750034,3,53
1056,"(51.513048, -0.135645)",1,Marshall Street,78.1415591217,3,54
1720,"(51.51396, -0.136099)",5,Marshall Street,79.3923435787,3,55
24,"(51.513262, -0.137812)",1,Marshall Street,79.9017225532,3,56
1648,"(51.514058, -0.13678)",1,Marshall Street,80.1500538206,3,57
848,"(51.512727, -0.136033)",3,Marshall Street,81.3008511662,3,58
488,"(51.51278, -0.137419)",2,Marshall Street,81.3251505822,3,59
16,"(51.513317, -0.137853)",1,Marshall Street,82.3063314543,3,60
1064,"(51.513006, -0.135602)",1,Marshall Street,82.8582783704,3,61
472,"(51.512957, -0.137695)",1,Marshall Street,83.1157297208,3,62
1760,"(51.513766, -0.135679)",3,Marshall Street,83.363835962,3,63
688,"(51.512615, -0.136345)",1,Marshall Street,83.8279324837,3,64
496,"(51.512726, -0.137368)",1,Marshall Street,83.923956875,3,65
8,"(51.513361, -0.137883)",2,Marshall Street,84.374920205,3,66
456,"(51.512649, -0.13718)",2,Marshall Street,84.7990973409,3,67
1672,"(51.514027, -0.136123)",1,Marshall Street,85.1856843627,3,68
152,"(51.513055, -0.137811)",3,Marshall Street,85.4899961842,3,69
1712,"(51.513996, -0.136008)",4,Marshall Street,86.0803559824,3,70
504,"(51.512681, -0.137325)",1,Marshall Street,86.4420837168,3,71
144,"(51.513111, -0.137865)",4,Marshall Street,86.9471101305,3,72
480,"(51.512765, -0.137533)",1,Marshall Street,87.8220466558,3,73
0,"(51.513418, -0.13793)",3,Marshall Street,88.026133783,3,74
840,"(51.512672, -0.135976)",2,Marshall Street,88.5879915483,3,75
136,"(51.513178, -0.137924)",1,Marshall Street,89.0579680257,3,76
1656,"(51.514148, -0.136696)",3,Marshall Street,89.8063207933,3,77
1752,"(51.513795, -0.135582)",3,Marshall Street,90.7470758634,3,78
448,"(51.51254, -0.13698)",1,Marshall Street,91.712007734,3,79
1016,"(51.513481, -0.135344)",2,Marshall Street,93.2227386362,3,80
1904,"(51.513502, -0.137995)",4,Marshall Street,93.8458601491,3,81
1680,"(51.514076, -0.135958)",1,Marshall Street,95.4798719519,3,82
56,"(51.513328, -0.138045)",2,Marshall Street,95.6026262587,3,83
1072,"(51.512883, -0.135501)",1,Marshall Street,95.7067119243,3,84
1704,"(51.514033, -0.135849)",2,Marshall Street,95.707966764,3,85
696,"(51.512491, -0.136437)",1,Marshall Street,95.9193671966,3,86
1736,"(51.513821, -0.135485)",5,Marshall Street,97.9605998129,3,87
992,"(51.513475, -0.135244)",2,Marshall Street,99.9721663993,3,88
1688,"(51.514096, -0.135883)",1,Marshall Street,100.128021195,3,89
704,"(51.512449, -0.136377)",1,Marshall Street,101.27741289,3,90
832,"(51.512575, -0.135871)",1,Marshall Street,101.608605396,3,91
712,"(51.512465, -0.136197)",1,Marshall Street,102.800615655,3,92
1632,"(51.514274, -0.136931)",3,Marshall Street,105.39714917,3,93
824,"(51.512573, -0.135765)",2,Marshall Street,105.975066087,3,94
1640,"(51.514293, -0.136799)",1,Marshall Street,106.307388053,3,95
48,"(51.513359, -0.1382)",2,Marshall Street,106.370641154,3,96
1008,"(51.513528, -0.135158)",1,Marshall Street,106.86909291,3,97
1696,"(51.514134, -0.135788)",2,Marshall Street,107.312730029,3,98
72,"(51.513427, -0.138223)",2,Marshall Street,108.371589765,3,99
720,"(51.512413, -0.136142)",1,Marshall Street,109.514480645,3,100
1912,"(51.513712, -0.138139)",2,Marshall Street,110.143555132,3,101
928,"(51.513154, -0.135098)",5,Marshall Street,110.958006453,3,102
64,"(51.513323, -0.138276)",3,Marshall Street,111.645731436,3,103
1576,"(51.514326, -0.136328)",1,Marshall Street,112.102107405,3,104
744,"(51.512355, -0.13631)",1,Marshall Street,112.480440843,3,105
888,"(51.512765, -0.135329)",7,Marshall Street,112.904130926,3,106
408,"(51.512491, -0.137584)",4,Marshall Street,113.960492955,3,107
1920,"(51.513644, -0.138239)",2,Marshall Street,114.150229277,3,108
1024,"(51.513594, -0.135063)",2,Marshall Street,114.919796903,3,109
1744,"(51.513999, -0.135374)",5,Marshall Street,115.882099326,3,110
80,"(51.513381, -0.138337)",2,Marshall Street,115.947768649,3,111
728,"(51.512358, -0.136102)",2,Marshall Street,116.210827295,3,112
1568,"(51.514359, -0.136226)",2,Marshall Street,117.343373678,3,113
112,"(51.513116, -0.138337)",4,Marshall Street,118.536121606,3,114
1928,"(51.513711, -0.138272)",1,Marshall Street,118.715351147,3,115
1560,"(51.514108, -0.135475)",3,Marshall Street,118.915174262,3,116
432,"(51.512364, -0.137376)",1,Marshall Street,119.294726179,3,117
104,"(51.513169, -0.138378)",1,Marshall Street,120.24137774,3,118
896,"(51.512844, -0.135122)",3,Marshall Street,120.731382732,3,119
400,"(51.512447, -0.137656)",1,Marshall Street,120.820225614,3,120
440,"(51.512319, -0.137327)",1,Marshall Street,122.563941206,3,121
96,"(51.513216, -0.138426)",3,Marshall Street,122.830799658,3,122
1000,"(51.513422, -0.134897)",3,Marshall Street,123.272987139,3,123
1544,"(51.51422, -0.135576)",1,Marshall Street,123.736039463,3,124
424,"(51.512339, -0.13745)",1,Marshall Street,123.996071101,3,125
1248,"(51.513597, -0.134923)",1,Marshall Street,124.441305963,3,126
1936,"(51.514061, -0.138083)",5,Marshall Street,126.751149397,3,127
736,"(51.512271, -0.13603)",1,Marshall Street,127.018283576,3,128
416,"(51.512374, -0.13765)",1,Marshall Street,127.366431518,3,129
1552,"(51.514145, -0.135357)",2,Marshall Street,127.60969786,3,130
1888,"(51.513918, -0.1383)",1,Marshall Street,130.216920874,3,131
1624,"(51.514507, -0.136935)",3,Marshall Street,131.044358111,3,132
1536,"(51.514224, -0.135415)",1,Marshall Street,131.214587447,3,133
1528,"(51.514335, -0.135649)",2,Marshall Street,131.279086667,3,134
1240,"(51.513915, -0.13501)",1,Marshall Street,131.628004002,3,135
88,"(51.513462, -0.138563)",1,Marshall Street,132.238212961,3,136
984,"(51.513431, -0.134756)",2,Marshall Street,133.108531205,3,137
392,"(51.512378, -0.137818)",1,Marshall Street,133.614347633,3,138
352,"(51.512526, -0.138096)",1,Marshall Street,134.347928035,3,139
1512,"(51.514389, -0.135704)",1,Marshall Street,134.437865149,3,140
336,"(51.512831, -0.138427)",1,Marshall Street,134.65021322,3,141
1960,"(51.514526, -0.137108)",3,Marshall Street,135.332834983,3,142
360,"(51.512465, -0.138035)",1,Marshall Street,136.031463045,3,143
976,"(51.513379, -0.134709)",1,Marshall Street,136.059896087,3,144
368,"(51.512428, -0.137984)",4,Marshall Street,136.618052725,3,145
1584,"(51.514544, -0.136222)",1,Marshall Street,137.377820524,3,146
120,"(51.51324, -0.138645)",1,Marshall Street,137.703225168,3,147
1616,"(51.514575, -0.136421)",2,Marshall Street,138.359072897,3,148
1520,"(51.514399, -0.135561)",1,Marshall Street,140.575266365,3,149
384,"(51.51251, -0.138194)",1,Marshall Street,140.607617763,3,150
968,"(51.513293, -0.13464)",2,Marshall Street,140.885574138,3,151
376,"(51.512415, -0.138065)",1,Marshall Street,141.490185638,3,152
1232,"(51.513831, -0.134782)",1,Marshall Street,141.822525653,3,153
1592,"(51.514569, -0.136117)",1,Marshall Street,141.87826285,3,154
1224,"(51.513704, -0.134704)",1,Marshall Street,142.196698746,3,155
128,"(51.513164, -0.138698)",1,Marshall Street,142.292640239,3,156
1112,"(51.512593, -0.134999)",3,Marshall Street,142.653613864,3,157
1608,"(51.514612, -0.136266)",1,Marshall Street,144.136371445,3,158
960,"(51.513238, -0.134594)",1,Marshall Street,144.433071011,3,159
344,"(51.512885, -0.138624)",1,Marshall Street,144.954910953,3,160
1600,"(51.514586, -0.13603)",1,Marshall Street,145.424673306,3,161
1256,"(51.514032, -0.134885)",1,Marshall Street,145.707828683,3,162
160,"(51.513441, -0.138762)",2,Marshall Street,145.790968723,3,163
1472,"(51.514496, -0.135653)",1,Marshall Street,146.55289666,3,164
1136,"(51.512521, -0.135)",1,Marshall Street,147.415942647,3,165
200,"(51.513641, -0.138752)",1,Marshall Street,148.471678998,3,166
800,"(51.51225, -0.135394)",4,Marshall Street,150.185858964,3,167
168,"(51.513592, -0.138799)",1,Marshall Street,150.546852776,3,168
816,"(51.512212, -0.135472)",1,Marshall Street,150.570757028,3,169
760,"(51.512083, -0.135858)",2,Marshall Street,150.835972259,3,170
1128,"(51.512555, -0.134896)",2,Marshall Street,150.92938108,3,171
944,"(51.513165, -0.134505)",2,Marshall Street,151.427664005,3,172
192,"(51.513411, -0.138863)",2,Marshall Street,152.576206982,3,173
208,"(51.513693, -0.138808)",1,Marshall Street,153.634073614,3,174
1968,"(51.514706, -0.137065)",2,Marshall Street,154.347663074,3,175
1120,"(51.512585, -0.134793)",1,Marshall Street,154.975330097,3,176
952,"(51.513098, -0.134437)",1,Marshall Street,157.218972412,3,177
808,"(51.512162, -0.135409)",1,Marshall Street,157.624233946,3,178
768,"(51.512031, -0.1358)",1,Marshall Street,157.713299651,3,179
216,"(51.513745, -0.138856)",3,Marshall Street,158.401914202,3,180
752,"(51.511991, -0.13594)",4,Marshall Street,158.473083597,3,181
224,"(51.513676, -0.138887)",1,Marshall Street,158.487828688,3,182
184,"(51.51338, -0.13897)",2,Marshall Street,159.864222179,3,183
936,"(51.513056, -0.134394)",8,Marshall Street,161.015158253,3,184
176,"(51.513402, -0.139045)",2,Marshall Street,165.151307987,3,185
776,"(51.51197, -0.135717)",4,Marshall Street,166.209098445,3,186
904,"(51.512532, -0.134645)",8,Marshall Street,166.806304497,3,187
1456,"(51.514843, -0.136804)",3,Marshall Street,167.376144978,3,188
320,"(51.513025, -0.139036)",2,Marshall Street,168.105231924,3,189
280,"(51.513291, -0.139094)",1,Marshall Street,168.505445372,3,190
1976,"(51.512311, -0.138474)",1,Marshall Street,169.85562777,3,191
1448,"(51.514818, -0.136022)",1,Marshall Street,170.337355045,3,192
1304,"(51.51423, -0.134658)",1,Marshall Street,171.033417706,3,193
920,"(51.512215, -0.134967)",1,Marshall Street,172.157950045,3,194
1480,"(51.514743, -0.135578)",2,Marshall Street,173.367943776,3,195
1208,"(51.51382, -0.134272)",1,Marshall Street,174.659041954,3,196
1464,"(51.514914, -0.136583)",1,Marshall Street,175.10844055,3,197
1216,"(51.513724, -0.13422)",1,Marshall Street,175.200986325,3,198
1952,"(51.514794, -0.137707)",2,Marshall Street,177.018489518,3,199
1488,"(51.514467, -0.13486)",1,Marshall Street,177.333171246,3,200
1192,"(51.513637, -0.134156)",2,Marshall Street,177.465492177,3,201
1288,"(51.514146, -0.134447)",2,Marshall Street,178.306670105,3,202
792,"(51.51205, -0.135144)",1,Marshall Street,178.392771639,3,203
1944,"(51.514748, -0.137912)",3,Marshall Street,178.780388222,3,204
1280,"(51.514065, -0.134364)",1,Marshall Street,179.081528051,3,205
1296,"(51.514201, -0.134479)",2,Marshall Street,179.573718289,3,206
328,"(51.513027, -0.139209)",1,Marshall Street,179.823560473,3,207
312,"(51.512964, -0.139187)",8,Marshall Street,179.830332827,3,208
1200,"(51.513524, -0.134091)",2,Marshall Street,180.050479569,3,209
1984,"(51.511998, -0.138123)",1,Marshall Street,180.357473797,3,210
232,"(51.51359, -0.139239)",1,Marshall Street,180.61618732,3,211
1264,"(51.513891, -0.134212)",5,Marshall Street,181.143668466,3,212
1992,"(51.511856, -0.137762)",1,Marshall Street,181.837867935,3,213
1272,"(51.513758, -0.134135)",1,Marshall Street,181.858189724,3,214
248,"(51.513502, -0.139316)",1,Marshall Street,184.695144419,3,215
1496,"(51.514453, -0.13469)",1,Marshall Street,184.826562056,3,216
1184,"(51.513626, -0.134042)",1,Marshall Street,185.034111629,3,217
1176,"(51.513544, -0.133998)",1,Marshall Street,186.722593144,3,218
240,"(51.513663, -0.139321)",1,Marshall Street,187.623258386,3,219
296,"(51.512965, -0.139327)",1,Marshall Street,189.270093667,3,220
304,"(51.512893, -0.139317)",2,Marshall Street,190.530316282,3,221
1312,"(51.514319, -0.134367)",1,Marshall Street,193.273749348,3,222
784,"(51.511882, -0.135119)",4,Marshall Street,194.712783329,3,223
912,"(51.512198, -0.134522)",1,Marshall Street,195.872537385,3,224
256,"(51.513583, -0.139616)",2,Marshall Street,206.413862716,3,225
1328,"(51.514357, -0.13416)",1,Marshall Street,207.580955192,3,226
1320,"(51.514377, -0.134179)",1,Marshall Street,207.702459647,3,227
1504,"(51.514845, -0.134818)",1,Marshall Street,210.933937518,3,228
264,"(51.513541, -0.139719)",2,Marshall Street,212.966351393,3,229
288,"(51.513013, -0.139697)",1,Marshall Street,213.417777584,3,230
1336,"(51.514382, -0.134069)",2,Marshall Street,214.396803318,3,231
1344,"(51.514402, -0.134085)",2,Marshall Street,214.678372877,3,232
1440,"(51.515149, -0.135395)",1,Marshall Street,219.710014094,3,233
1144,"(51.513137, -0.133483)",1,Marshall Street,222.265829499,3,234
1432,"(51.515195, -0.135259)",1,Marshall Street,228.287918515,3,235
1360,"(51.514497, -0.133922)",1,Marshall Street,229.955998926,3,236
1368,"(51.514472, -0.13385)",1,Marshall Street,232.599652691,3,237
1160,"(51.513152, -0.133296)",2,Marshall Street,235.028094774,3,238
272,"(51.513298, -0.140074)",1,Marshall Street,236.49384487,3,239
1152,"(51.513228, -0.133265)",1,Marshall Street,236.571669128,3,240
1352,"(51.514522, -0.133821)",5,Marshall Street,237.329291209,3,241
1376,"(51.514504, -0.133725)",1,Marshall Street,241.829607314,3,242
1384,"(51.514546, -0.133745)",1,Marshall Street,243.202083194,3,243
1392,"(51.514561, -0.133676)",4,Marshall Street,248.121587403,3,244
1400,"(51.514594, -0.133563)",1,Marshall Street,256.699446814,3,245
1168,"(51.513258, -0.132933)",1,Marshall Street,259.449223635,3,246
1408,"(51.514581, -0.133467)",2,Marshall Street,261.554543595,3,247
1416,"(51.514606, -0.133393)",1,Marshall Street,267.386135179,3,248
1424,"(51.515834, -0.134474)",1,Marshall Street,316.431071976,3,249
1999,"(51.511856, -0.137762)",1,Regent Place,69.3982085662,2,0
1991,"(51.511998, -0.138123)",1,Regent Place,78.3921675574,2,1
1983,"(51.512311, -0.138474)",1,Regent Place,114.639020035,2,2
399,"(51.512378, -0.137818)",1,Regent Place,123.361415932,2,3
383,"(51.512415, -0.138065)",1,Regent Place,124.955783992,2,4
423,"(51.512374, -0.13765)",1,Regent Place,125.952323249,2,5
375,"(51.512428, -0.137984)",4,Regent Place,126.935964582,2,6
431,"(51.512339, -0.13745)",1,Regent Place,127.260972051,2,7
447,"(51.512319, -0.137327)",1,Regent Place,129.012838242,2,8
367,"(51.512465, -0.138035)",1,Regent Place,130.668878235,2,9
439,"(51.512364, -0.137376)",1,Regent Place,131.946510824,2,10
407,"(51.512447, -0.137656)",1,Regent Place,133.597846317,2,11
391,"(51.51251, -0.138194)",1,Regent Place,135.178989409,2,12
359,"(51.512526, -0.138096)",1,Regent Place,137.145206579,2,13
415,"(51.512491, -0.137584)",4,Regent Place,139.746358065,2,14
455,"(51.51254, -0.13698)",1,Regent Place,162.321613552,2,15
511,"(51.512681, -0.137325)",1,Regent Place,165.711313585,2,16
463,"(51.512649, -0.13718)",2,Regent Place,166.426490481,2,17
503,"(51.512726, -0.137368)",1,Regent Place,169.340014033,2,18
487,"(51.512765, -0.137533)",1,Regent Place,169.959069182,2,19
343,"(51.512831, -0.138427)",1,Regent Place,171.623834202,2,20
495,"(51.51278, -0.137419)",2,Regent Place,173.865499145,2,21
471,"(51.512692, -0.137052)",1,Regent Place,174.637421928,2,22
759,"(51.511991, -0.13594)",4,Regent Place,174.902017227,2,23
751,"(51.512355, -0.13631)",1,Regent Place,176.368384053,2,24
351,"(51.512885, -0.138624)",1,Regent Place,179.343899324,2,25
711,"(51.512449, -0.136377)",1,Regent Place,180.232085516,2,26
703,"(51.512491, -0.136437)",1,Regent Place,180.745549911,2,27
655,"(51.512729, -0.136973)",1,Regent Place,180.826734052,2,28
767,"(51.512083, -0.135858)",2,Regent Place,184.658009867,2,29
775,"(51.512031, -0.1358)",1,Regent Place,185.587268532,2,30
743,"(51.512271, -0.13603)",1,Regent Place,185.647379488,2,31
519,"(51.512914, -0.137531)",2,Regent Place,186.000570123,2,32
735,"(51.512358, -0.136102)",2,Regent Place,187.564453855,2,33
783,"(51.51197, -0.135717)",4,Regent Place,187.962114323,2,34
479,"(51.512957, -0.137695)",1,Regent Place,188.192066181,2,35
679,"(51.512654, -0.136584)",1,Regent Place,188.232788035,2,36
727,"(51.512413, -0.136142)",1,Regent Place,189.379088719,2,37
719,"(51.512465, -0.136197)",1,Regent Place,190.423788047,2,38
647,"(51.512782, -0.136819)",1,Regent Place,191.177375521,2,39
671,"(51.512723, -0.13663)",1,Regent Place,192.629392386,2,40
311,"(51.512893, -0.139317)",2,Regent Place,193.99316113,2,41
695,"(51.512615, -0.136345)",1,Regent Place,195.279448059,2,42
159,"(51.513055, -0.137811)",3,Regent Place,197.658122752,2,43
319,"(51.512964, -0.139187)",8,Regent Place,197.952322154,2,44
527,"(51.513046, -0.137562)",2,Regent Place,199.768930315,2,45
639,"(51.51283, -0.136699)",1,Regent Place,200.024830292,2,46
687,"(51.512713, -0.136423)",1,Regent Place,200.227016554,2,47
327,"(51.513025, -0.139036)",2,Regent Place,201.056013892,2,48
303,"(51.512965, -0.139327)",1,Regent Place,201.628766923,2,49
119,"(51.513116, -0.138337)",4,Regent Place,202.827318257,2,50
151,"(51.513111, -0.137865)",4,Regent Place,203.370775482,2,51
535,"(51.513074, -0.137466)",1,Regent Place,204.364749027,2,52
335,"(51.513027, -0.139209)",1,Regent Place,205.058972114,2,53
631,"(51.512859, -0.136599)",1,Regent Place,206.43741576,2,54
543,"(51.513087, -0.137386)",2,Regent Place,207.209206869,2,55
